ds,y,dollar
2019-06-17,33,153
2019-06-18,33,153
2019-06-19,33,153
2019-06-20,33,153
2019-06-21,33,153
2019-06-22,33,153
2019-06-23,33,153
2019-06-24,33,153
2019-06-25,33,153
2019-06-26,33,153
2019-06-27,33,153
2019-06-28,33,153
2019-06-29,33,153
2019-06-30,33,153
2019-07-01,40,153
2019-07-02,40,153
2019-07-03,40,153
2019-07-04,40,153
2019-07-05,40,153
2019-07-06,40,153
2019-07-07,40,153
2019-07-08,40,153
2019-07-09,40,153
2019-07-10,40,153
2019-07-11,40,153
2019-07-12,40,153
2019-07-13,40,153
2019-07-14,40,153
2019-07-15,40,153
2019-07-16,40,153
2019-07-17,40,153
2019-07-18,40,153
2019-07-19,40,153
2019-07-20,40,153
2019-07-21,40,153
2019-07-22,40,153
2019-07-23,40,153
2019-07-24,40,153
2019-07-25,40,153
2019-07-26,40,154
2019-07-27,40,154
2019-07-28,40,154
2019-07-29,40,154
2019-07-30,40,154
2019-07-31,40,154
2019-08-01,43,154
2019-08-02,43,154
2019-08-03,43,154
2019-08-04,43,154
2019-08-05,43,154
2019-08-06,43,154
2019-08-07,43,154
2019-08-08,43,154
2019-08-09,43,154
2019-08-10,43,154
2019-08-11,43,154
2019-08-12,43,154
2019-08-13,43,154
2019-08-14,43,154
2019-08-15,43,154
2019-08-16,43,154
2019-08-17,43,154
2019-08-18,43,154
2019-08-19,43,154
2019-08-20,43,154
2019-08-21,43,154
2019-08-22,43,154
2019-08-23,43,154
2019-08-24,43,154
2019-08-25,43,154
2019-08-26,43,154
2019-08-27,43,154
2019-08-28,43,154
2019-08-29,43,154
2019-08-30,43,154
2019-08-31,43,154
2019-09-01,37,154
2019-09-02,37,154
2019-09-03,37,154
2019-09-04,37,154
2019-09-05,37,155
2019-09-06,37,155
2019-09-07,37,155
2019-09-08,37,155
2019-09-09,37,155
2019-09-10,37,155
2019-09-11,37,155
2019-09-12,37,155
2019-09-13,37,155
2019-09-14,37,155
2019-09-15,37,155
2019-09-16,37,155
2019-09-17,37,155
2019-09-18,37,155
2019-09-19,37,155
2019-09-20,37,155
2019-09-21,37,155
2019-09-22,37,155
2019-09-23,37,155
2019-09-24,37,155
2019-09-25,37,155
2019-09-26,37,155
2019-09-27,37,155
2019-09-28,37,155
2019-09-29,37,155
2019-09-30,37,155
2019-10-01,39,155
2019-10-02,39,155
2019-10-03,39,155
2019-10-04,39,155
2019-10-05,39,155
2019-10-06,39,155
2019-10-07,39,155
2019-10-08,39,155
2019-10-09,39,155
2019-10-10,39,155
2019-10-11,39,155
2019-10-12,39,155
2019-10-13,39,155
2019-10-14,39,155
2019-10-15,39,155
2019-10-16,39,155
2019-10-17,39,156
2019-10-18,39,156
2019-10-19,39,156
2019-10-20,39,156
2019-10-21,39,156
2019-10-22,39,156
2019-10-23,39,156
2019-10-24,39,156
2019-10-25,39,156
2019-10-26,39,156
2019-10-27,39,156
2019-10-28,39,156
2019-10-29,39,156
2019-10-30,39,156
2019-10-31,39,156
2019-11-01,30,156
2019-11-02,30,156
2019-11-03,30,156
2019-11-04,30,156
2019-11-05,30,156
2019-11-06,30,156
2019-11-07,30,156
2019-11-08,30,156
2019-11-09,30,156
2019-11-10,30,156
2019-11-11,30,156
2019-11-12,30,156
2019-11-13,30,156
2019-11-14,30,156
2019-11-15,30,156
2019-11-16,30,156
2019-11-17,30,156
2019-11-18,30,156
2019-11-19,30,156
2019-11-20,30,156
2019-11-21,30,156
2019-11-22,30,156
2019-11-23,30,156
2019-11-24,30,156
2019-11-25,30,156
2019-11-26,30,156
2019-11-27,30,157
2019-11-28,30,157
2019-11-29,30,157
2019-11-30,30,157
2019-12-01,31,157
2019-12-02,31,157
2019-12-03,31,157
2019-12-04,31,157
2019-12-05,31,157
2019-12-06,31,157
2019-12-07,31,157
2019-12-08,31,157
2019-12-09,31,157
2019-12-10,31,157
2019-12-11,31,157
2019-12-12,31,157
2019-12-13,31,157
2019-12-14,31,157
2019-12-15,31,157
2019-12-16,31,157
2019-12-17,31,157
2019-12-18,31,157
2019-12-19,31,157
2019-12-20,31,157
2019-12-21,31,157
2019-12-22,31,157
2019-12-23,31,157
2019-12-24,31,157
2019-12-25,31,157
2019-12-26,31,157
2019-12-27,31,157
2019-12-28,31,157
2019-12-29,31,157
2019-12-30,31,157
2019-12-31,31,157
2020-01-01,57,157
2020-01-02,57,157
2020-01-03,57,157
2020-01-04,57,157
2020-01-05,57,157
2020-01-06,57,157
2020-01-07,57,158
2020-01-08,57,158
2020-01-09,57,158
2020-01-10,57,158
2020-01-11,57,158
2020-01-12,57,158
2020-01-13,57,158
2020-01-14,57,158
2020-01-15,57,158
2020-01-16,57,158
2020-01-17,57,158
2020-01-18,57,158
2020-01-19,57,158
2020-01-20,57,158
2020-01-21,57,158
2020-01-22,57,158
2020-01-23,57,158
2020-01-24,57,158
2020-01-25,57,158
2020-01-26,57,158
2020-01-27,57,158
2020-01-28,57,158
2020-01-29,57,158
2020-01-30,57,158
2020-01-31,57,158
2020-02-01,51,158
2020-02-02,51,158
2020-02-03,51,158
2020-02-04,51,158
2020-02-05,51,158
2020-02-06,51,158
2020-02-07,51,158
2020-02-08,51,158
2020-02-09,51,158
2020-02-10,51,158
2020-02-11,51,158
2020-02-12,51,158
2020-02-13,51,158
2020-02-14,51,158
2020-02-15,51,158
2020-02-16,51,158
2020-02-17,51,158
2020-02-18,51,159
2020-02-19,51,159
2020-02-20,51,159
2020-02-21,51,159
2020-02-22,51,159
2020-02-23,51,159
2020-02-24,51,159
2020-02-25,51,159
2020-02-26,51,159
2020-02-27,51,159
2020-02-28,51,159
2020-02-29,51,159
2020-03-01,75,159
2020-03-02,75,159
2020-03-03,75,159
2020-03-04,75,159
2020-03-05,75,159
2020-03-06,75,159
2020-03-07,75,159
2020-03-08,75,159
2020-03-09,75,159
2020-03-10,75,159
2020-03-11,75,159
2020-03-12,75,159
2020-03-13,75,159
2020-03-14,75,159
2020-03-15,75,159
2020-03-16,75,159
2020-03-17,75,159
2020-03-18,75,159
2020-03-19,75,159
2020-03-20,75,159
2020-03-21,75,159
2020-03-22,75,159
2020-03-23,75,159
2020-03-24,75,159
2020-03-25,75,159
2020-03-26,75,159
2020-03-27,75,159
2020-03-28,75,159
2020-03-29,75,159
2020-03-30,75,160
2020-03-31,75,160
2020-04-01,73,160
2020-04-02,73,160
2020-04-03,73,160
2020-04-04,73,160
2020-04-05,73,160
2020-04-06,73,160
2020-04-07,73,160
2020-04-08,73,160
2020-04-09,73,160
2020-04-10,73,160
2020-04-11,73,160
2020-04-12,73,160
2020-04-13,73,160
2020-04-14,73,160
2020-04-15,73,160
2020-04-16,73,160
2020-04-17,73,160
2020-04-18,73,160
2020-04-19,73,160
2020-04-20,73,160
2020-04-21,73,160
2020-04-22,73,160
2020-04-23,73,160
2020-04-24,73,160
2020-04-25,73,160
2020-04-26,73,160
2020-04-27,73,160
2020-04-28,73,160
2020-04-29,73,160
2020-04-30,73,160
2020-05-01,85,160
2020-05-02,85,160
2020-05-03,85,160
2020-05-04,85,160
2020-05-05,85,160
2020-05-06,85,160
2020-05-07,85,160
2020-05-08,85,160
2020-05-09,85,160
2020-05-10,85,160
2020-05-11,85,161
2020-05-12,85,161
2020-05-13,85,161
2020-05-14,85,161
2020-05-15,85,161
2020-05-16,85,161
2020-05-17,85,161
2020-05-18,85,161
2020-05-19,85,161
2020-05-20,85,161
2020-05-21,85,161
2020-05-22,85,161
2020-05-23,85,161
2020-05-24,85,161
2020-05-25,85,161
2020-05-26,85,161
2020-05-27,85,161
2020-05-28,85,161
2020-05-29,85,161
2020-05-30,85,161
2020-05-31,85,161
2020-06-01,33,161
2020-06-02,33,161
2020-06-03,33,161
2020-06-04,33,161
2020-06-05,33,161
2020-06-06,33,161
2020-06-07,33,161
2020-06-08,33,161
2020-06-09,33,161
2020-06-10,33,161
2020-06-11,33,161
2020-06-12,33,161
2020-06-13,33,161
2020-06-14,33,161
2020-06-15,33,161
2020-06-16,33,161
2020-06-17,33,161
2020-06-18,33,161
2020-06-19,33,161
2020-06-20,33,161
2020-06-21,33,162
2020-06-22,33,162
2020-06-23,33,162
2020-06-24,33,162
2020-06-25,33,162
2020-06-26,33,162
2020-06-27,33,162
2020-06-28,33,162
2020-06-29,33,162
2020-06-30,33,162
2020-07-01,36,162
2020-07-02,36,162
2020-07-03,36,162
2020-07-04,36,162
2020-07-05,36,162
2020-07-06,36,162
2020-07-07,36,162
2020-07-08,36,162
2020-07-09,36,162
2020-07-10,36,162
2020-07-11,36,162
2020-07-12,36,162
2020-07-13,36,162
2020-07-14,36,162
2020-07-15,36,162
2020-07-16,36,162
2020-07-17,36,162
2020-07-18,36,162
2020-07-19,36,162
2020-07-20,36,162
2020-07-21,36,162
2020-07-22,36,162
2020-07-23,36,162
2020-07-24,36,162
2020-07-25,36,162
2020-07-26,36,162
2020-07-27,36,162
2020-07-28,36,162
2020-07-29,36,162
2020-07-30,36,162
2020-07-31,36,162
2020-08-01,47,163
2020-08-02,47,163
2020-08-03,47,163
2020-08-04,47,163
2020-08-05,47,163
2020-08-06,47,163
2020-08-07,47,163
2020-08-08,47,163
2020-08-09,47,163
2020-08-10,47,163
2020-08-11,47,163
2020-08-12,47,163
2020-08-13,47,163
2020-08-14,47,163
2020-08-15,47,163
2020-08-16,47,163
2020-08-17,47,163
2020-08-18,47,163
2020-08-19,47,163
2020-08-20,47,163
2020-08-21,47,163
2020-08-22,47,163
2020-08-23,47,163
2020-08-24,47,163
2020-08-25,47,163
2020-08-26,47,163
2020-08-27,47,163
2020-08-28,47,163
2020-08-29,47,163
2020-08-30,47,163
2020-08-31,47,163
2020-09-01,26,163
2020-09-02,26,163
2020-09-03,26,163
2020-09-04,26,163
2020-09-05,26,163
2020-09-06,26,163
2020-09-07,26,163
2020-09-08,26,163
2020-09-09,26,163
2020-09-10,26,163
2020-09-11,26,163
2020-09-12,26,164
2020-09-13,26,164
2020-09-14,26,164
2020-09-15,26,164
2020-09-16,26,164
2020-09-17,26,164
2020-09-18,26,164
2020-09-19,26,164
2020-09-20,26,164
2020-09-21,26,164
2020-09-22,26,164
2020-09-23,26,164
2020-09-24,26,164
2020-09-25,26,164
2020-09-26,26,164
2020-09-27,26,164
2020-09-28,26,164
2020-09-29,26,164
2020-09-30,26,164
2020-10-01,27,164
2020-10-02,27,164
2020-10-03,27,164
2020-10-04,27,164
2020-10-05,27,164
2020-10-06,27,164
2020-10-07,27,164
2020-10-08,27,164
2020-10-09,27,164
2020-10-10,27,164
2020-10-11,27,164
2020-10-12,27,164
2020-10-13,27,164
2020-10-14,27,164
2020-10-15,27,164
2020-10-16,27,164
2020-10-17,27,164
2020-10-18,27,164
2020-10-19,27,164
2020-10-20,27,164
2020-10-21,27,164
2020-10-22,27,164
2020-10-23,27,165
2020-10-24,27,165
2020-10-25,27,165
2020-10-26,27,165
2020-10-27,27,165
2020-10-28,27,165
2020-10-29,27,165
2020-10-30,27,165
2020-10-31,27,165
2020-11-01,51,165
2020-11-02,51,165
2020-11-03,51,165
2020-11-04,51,165
2020-11-05,51,165
2020-11-06,51,165
2020-11-07,51,165
2020-11-08,51,165
2020-11-09,51,165
2020-11-10,51,165
2020-11-11,51,165
2020-11-12,51,165
2020-11-13,51,165
2020-11-14,51,165
2020-11-15,51,165
2020-11-16,51,165
2020-11-17,51,165
2020-11-18,51,165
2020-11-19,51,165
2020-11-20,51,165
2020-11-21,51,165
2020-11-22,51,165
2020-11-23,51,165
2020-11-24,51,165
2020-11-25,51,165
2020-11-26,51,165
2020-11-27,51,165
2020-11-28,51,165
2020-11-29,51,165
2020-11-30,51,165
2020-12-01,64,165
2020-12-02,64,165
2020-12-03,64,166
2020-12-04,64,166
2020-12-05,64,166
2020-12-06,64,166
2020-12-07,64,166
2020-12-08,64,166
2020-12-09,64,166
2020-12-10,64,166
2020-12-11,64,166
2020-12-12,64,166
2020-12-13,64,166
2020-12-14,64,166
2020-12-15,64,166
2020-12-16,64,166
2020-12-17,64,166
2020-12-18,64,166
2020-12-19,64,166
2020-12-20,64,166
2020-12-21,64,166
2020-12-22,64,166
2020-12-23,64,166
2020-12-24,64,166
2020-12-25,64,166
2020-12-26,64,166
2020-12-27,64,166
2020-12-28,64,166
2020-12-29,64,166
2020-12-30,64,166
2020-12-31,64,166
2021-01-01,49,166
2021-01-02,49,166
2021-01-03,49,166
2021-01-04,49,166
2021-01-05,49,166
2021-01-06,49,166
2021-01-07,49,166
2021-01-08,49,166
2021-01-09,49,166
2021-01-10,49,166
2021-01-11,49,166
2021-01-12,49,166
2021-01-13,49,166
2021-01-14,49,167
2021-01-15,49,167
2021-01-16,49,167
2021-01-17,49,167
2021-01-18,49,167
2021-01-19,49,167
2021-01-20,49,167
2021-01-21,49,167
2021-01-22,49,167
2021-01-23,49,167
2021-01-24,49,167
2021-01-25,49,167
2021-01-26,49,167
2021-01-27,49,167
2021-01-28,49,167
2021-01-29,49,167
2021-01-30,49,167
2021-01-31,49,167
2021-02-01,49,167
2021-02-02,49,167
2021-02-03,49,167
2021-02-04,49,167
2021-02-05,49,167
2021-02-06,49,167
2021-02-07,49,167
2021-02-08,49,167
2021-02-09,49,167
2021-02-10,49,167
2021-02-11,49,167
2021-02-12,49,167
2021-02-13,49,167
2021-02-14,49,167
2021-02-15,49,167
2021-02-16,49,167
2021-02-17,49,167
2021-02-18,49,167
2021-02-19,49,167
2021-02-20,49,167
2021-02-21,49,167
2021-02-22,49,167
2021-02-23,49,167
2021-02-24,49,168
2021-02-25,49,168
2021-02-26,49,168
2021-02-27,49,168
2021-02-28,49,168
2021-03-01,55,168
2021-03-02,55,168
2021-03-03,55,168
2021-03-04,55,168
2021-03-05,55,168
2021-03-06,55,168
2021-03-07,55,168
2021-03-08,55,168
2021-03-09,55,168
2021-03-10,55,168
2021-03-11,55,168
2021-03-12,55,168
2021-03-13,55,168
2021-03-14,55,168
2021-03-15,55,168
2021-03-16,55,168
2021-03-17,55,168
2021-03-18,55,168
2021-03-19,55,168
2021-03-20,55,168
2021-03-21,55,168
2021-03-22,55,168
2021-03-23,55,168
2021-03-24,55,168
2021-03-25,55,168
2021-03-26,55,168
2021-03-27,55,168
2021-03-28,55,168
2021-03-29,55,168
2021-03-30,55,168
2021-03-31,55,168
2021-04-01,44,168
2021-04-02,44,168
2021-04-03,44,168
2021-04-04,44,168
2021-04-05,44,168
2021-04-06,44,168
2021-04-07,44,169
2021-04-08,44,169
2021-04-09,44,169
2021-04-10,44,169
2021-04-11,44,169
2021-04-12,44,169
2021-04-13,44,169
2021-04-14,44,169
2021-04-15,44,169
2021-04-16,44,169
2021-04-17,44,169
2021-04-18,44,169
2021-04-19,44,169
2021-04-20,44,169
2021-04-21,44,169
2021-04-22,44,169
2021-04-23,44,169
2021-04-24,44,169
2021-04-25,44,169
2021-04-26,44,169
2021-04-27,44,169
2021-04-28,44,169
2021-04-29,44,169
2021-04-30,44,169
2021-05-01,61,169
2021-05-02,61,169
2021-05-03,61,169
2021-05-04,61,169
2021-05-05,61,169
2021-05-06,61,169
2021-05-07,61,169
2021-05-08,61,169
2021-05-09,61,169
2021-05-10,61,169
2021-05-11,61,169
2021-05-12,61,169
2021-05-13,61,169
2021-05-14,61,169
2021-05-15,61,169
2021-05-16,61,169
2021-05-17,61,169
2021-05-18,61,170
2021-05-19,61,170
2021-05-20,61,170
2021-05-21,61,170
2021-05-22,61,170
2021-05-23,61,170
2021-05-24,61,170
2021-05-25,61,170
2021-05-26,61,170
2021-05-27,61,170
2021-05-28,61,170
2021-05-29,61,170
2021-05-30,61,170
2021-05-31,61,170
2021-06-01,76,170
2021-06-02,76,170
2021-06-03,76,170
2021-06-04,76,170
2021-06-05,76,170
2021-06-06,76,170
2021-06-07,76,170
2021-06-08,76,170
2021-06-09,76,170
2021-06-10,76,170
2021-06-11,76,170
2021-06-12,76,170
2021-06-13,76,170
2021-06-14,76,170
2021-06-15,76,170
2021-06-16,76,170
2021-06-17,76,170
2021-06-18,76,170
2021-06-19,76,170
2021-06-20,76,170
2021-06-21,76,170
2021-06-22,76,170
2021-06-23,76,170
2021-06-24,76,170
2021-06-25,76,170
2021-06-26,76,170
2021-06-27,76,170
2021-06-28,76,171
2021-06-29,76,171
2021-06-30,76,171
2021-07-01,140,171
2021-07-02,140,171
2021-07-03,140,171
2021-07-04,140,171
2021-07-05,140,171
2021-07-06,140,171
2021-07-07,140,171
2021-07-08,140,171
2021-07-09,140,171
2021-07-10,140,171
2021-07-11,140,171
2021-07-12,140,171
2021-07-13,140,171
2021-07-14,140,171
2021-07-15,140,171
2021-07-16,140,171
2021-07-17,140,171
2021-07-18,140,171
2021-07-19,140,171
2021-07-20,140,171
2021-07-21,140,171
2021-07-22,140,171
2021-07-23,140,171
2021-07-24,140,171
2021-07-25,140,171
2021-07-26,140,171
2021-07-27,140,171
2021-07-28,140,171
2021-07-29,140,171
2021-07-30,140,171
2021-07-31,140,171
2021-08-01,95,171
2021-08-02,95,171
2021-08-03,95,171
2021-08-04,95,171
2021-08-05,95,171
2021-08-06,95,171
2021-08-07,95,171
2021-08-08,95,171
2021-08-09,95,172
2021-08-10,95,172
2021-08-11,95,172
2021-08-12,95,172
2021-08-13,95,172
2021-08-14,95,172
2021-08-15,95,172
2021-08-16,95,172
2021-08-17,95,172
2021-08-18,95,172
2021-08-19,95,172
2021-08-20,95,172
2021-08-21,95,172
2021-08-22,95,172
2021-08-23,95,172
2021-08-24,95,172
2021-08-25,95,172
2021-08-26,95,172
2021-08-27,95,172
2021-08-28,95,172
2021-08-29,95,172
2021-08-30,95,172
2021-08-31,95,172
2021-09-01,102,172
2021-09-02,102,172
2021-09-03,102,172
2021-09-04,102,172
2021-09-05,102,172
2021-09-06,102,172
2021-09-07,102,172
2021-09-08,102,172
2021-09-09,102,172
2021-09-10,102,172
2021-09-11,102,172
2021-09-12,102,172
2021-09-13,102,172
2021-09-14,102,172
2021-09-15,102,172
2021-09-16,102,172
2021-09-17,102,172
2021-09-18,102,172
2021-09-19,102,173
2021-09-20,102,173
2021-09-21,102,173
2021-09-22,102,173
2021-09-23,102,173
2021-09-24,102,173
2021-09-25,102,173
2021-09-26,102,173
2021-09-27,102,173
2021-09-28,102,173
2021-09-29,102,173
2021-09-30,102,173
2021-10-01,45,173
2021-10-02,45,173
2021-10-03,45,173
2021-10-04,45,173
2021-10-05,45,173
2021-10-06,45,173
2021-10-07,45,173
2021-10-08,45,173
2021-10-09,45,173
2021-10-10,45,173
2021-10-11,45,173
2021-10-12,45,173
2021-10-13,45,173
2021-10-14,45,173
2021-10-15,45,173
2021-10-16,45,173
2021-10-17,45,173
2021-10-18,45,173
2021-10-19,45,173
2021-10-20,45,173
2021-10-21,45,173
2021-10-22,45,173
2021-10-23,45,173
2021-10-24,45,173
2021-10-25,45,173
2021-10-26,45,173
2021-10-27,45,173
2021-10-28,45,173
2021-10-29,45,173
2021-10-30,45,174
2021-10-31,45,174
2021-11-01,55,174
2021-11-02,55,174
2021-11-03,55,174
2021-11-04,55,174
2021-11-05,55,174
2021-11-06,55,174
2021-11-07,55,174
2021-11-08,55,174
2021-11-09,55,174
2021-11-10,55,174
2021-11-11,55,174
2021-11-12,55,174
2021-11-13,55,174
2021-11-14,55,174
2021-11-15,55,174
2021-11-16,55,174
2021-11-17,55,174
2021-11-18,55,174
2021-11-19,55,174
2021-11-20,55,174
2021-11-21,55,174
2021-11-22,55,174
2021-11-23,55,174
2021-11-24,55,174
2021-11-25,55,174
2021-11-26,55,174
2021-11-27,55,174
2021-11-28,55,174
2021-11-29,55,174
2021-11-30,55,174
2021-12-01,47,174
2021-12-02,47,174
2021-12-03,47,174
2021-12-04,47,174
2021-12-05,47,174
2021-12-06,47,174
2021-12-07,47,174
2021-12-08,47,174
2021-12-09,47,174
2021-12-10,47,174
2021-12-11,47,175
2021-12-12,47,175
2021-12-13,47,175
2021-12-14,47,175
2021-12-15,47,175
2021-12-16,47,175
2021-12-17,47,175
2021-12-18,47,175
2021-12-19,47,175
2021-12-20,47,175
2021-12-21,47,175
2021-12-22,47,175
2021-12-23,47,175
2021-12-24,47,175
2021-12-25,47,175
2021-12-26,47,175
2021-12-27,47,175
2021-12-28,47,175
2021-12-29,47,175
2021-12-30,47,175
2021-12-31,47,175
2022-01-01,39,175
2022-01-02,39,176
2022-01-03,39,176
2022-01-04,39,177
2022-01-05,39,177
2022-01-06,39,178
2022-01-07,39,178
2022-01-08,39,179
2022-01-09,39,179
2022-01-10,39,180
2022-01-11,39,180
2022-01-12,39,181
2022-01-13,39,181
2022-01-14,39,181
2022-01-15,39,182
2022-01-16,39,182
2022-01-17,39,183
2022-01-18,39,183
2022-01-19,39,184
2022-01-20,39,184
2022-01-21,39,185
2022-01-22,39,185
2022-01-23,39,186
2022-01-24,39,186
2022-01-25,39,187
2022-01-26,39,187
2022-01-27,39,187
2022-01-28,39,188
2022-01-29,39,188
2022-01-30,39,189
2022-01-31,39,189
2022-02-01,56,190
2022-02-02,56,190
2022-02-03,56,191
2022-02-04,56,191
2022-02-05,56,192
2022-02-06,56,192
2022-02-07,56,192
2022-02-08,56,193
2022-02-09,56,193
2022-02-10,56,194
2022-02-11,56,194
2022-02-12,56,195
2022-02-13,56,195
2022-02-14,56,196
2022-02-15,56,196
2022-02-16,56,197
2022-02-17,56,197
2022-02-18,56,198
2022-02-19,56,198
2022-02-20,56,198
2022-02-21,56,199
2022-02-22,56,199
2022-02-23,56,200
2022-02-24,56,200
2022-02-25,56,201
2022-02-26,56,201
2022-02-27,56,202
2022-02-28,56,202
2022-03-01,10,203
2022-03-02,10,203
2022-03-03,10,204
2022-03-04,10,204
2022-03-05,10,204
2022-03-06,10,205
2022-03-07,10,205
2022-03-08,10,206
2022-03-09,10,206
2022-03-10,10,207
2022-03-11,10,207
2022-03-12,10,208
2022-03-13,10,208
2022-03-14,10,209
2022-03-15,10,209
2022-03-16,10,210
2022-03-17,10,210
2022-03-18,10,210
2022-03-19,10,211
2022-03-20,10,211
2022-03-21,10,212
2022-03-22,10,212
2022-03-23,10,213
2022-03-24,10,213
2022-03-25,10,214
2022-03-26,10,214
2022-03-27,10,215
2022-03-28,10,215
2022-03-29,10,215
2022-03-30,10,216
2022-03-31,10,216
2022-04-01,58,217
2022-04-02,58,217
2022-04-03,58,218
2022-04-04,58,218
2022-04-05,58,219
2022-04-06,58,219
2022-04-07,58,220
2022-04-08,58,220
2022-04-09,58,221
2022-04-10,58,221
2022-04-11,58,221
2022-04-12,58,222
2022-04-13,58,222
2022-04-14,58,223
2022-04-15,58,223
2022-04-16,58,224
2022-04-17,58,224
2022-04-18,58,225
2022-04-19,58,225
2022-04-20,58,226
2022-04-21,58,226
2022-04-22,58,227
2022-04-23,58,227
2022-04-24,58,227
2022-04-25,58,228
2022-04-26,58,228
2022-04-27,58,229
2022-04-28,58,229
2022-04-29,58,230
2022-04-30,58,230
2022-05-01,42,231
2022-05-02,42,231
2022-05-03,42,232
2022-05-04,42,232
2022-05-05,42,233
2022-05-06,42,233
2022-05-07,42,233
2022-05-08,42,234
2022-05-09,42,234
2022-05-10,42,235
2022-05-11,42,235
2022-05-12,42,236
2022-05-13,42,236
2022-05-14,42,237
2022-05-15,42,237
2022-05-16,42,238
2022-05-17,42,238
2022-05-18,42,238
2022-05-19,42,239
2022-05-20,42,239
2022-05-21,42,240
2022-05-22,42,240
2022-05-23,42,241
2022-05-24,42,241
2022-05-25,42,242
2022-05-26,42,242
2022-05-27,42,243
2022-05-28,42,243
2022-05-29,42,244
2022-05-30,42,244
2022-05-31,42,244
2022-06-01,82,245
2022-06-02,82,245
2022-06-03,82,246
2022-06-04,82,246
2022-06-05,82,247
2022-06-06,82,247
2022-06-07,82,248
2022-06-08,82,248
2022-06-09,82,249
2022-06-10,82,249
2022-06-11,82,250
2022-06-12,82,250
2022-06-13,82,250
2022-06-14,82,251
2022-06-15,82,251
2022-06-16,82,252
2022-06-17,82,252
2022-06-18,82,253
2022-06-19,82,253
2022-06-20,82,254
2022-06-21,82,254
2022-06-22,82,255
2022-06-23,82,255
2022-06-24,82,256
2022-06-25,82,256
2022-06-26,82,256
2022-06-27,82,257
2022-06-28,82,257
2022-06-29,82,258
2022-06-30,82,258
2022-07-01,22,259
2022-07-02,22,259
2022-07-03,22,260
2022-07-04,22,260
2022-07-05,22,261
2022-07-06,22,261
2022-07-07,22,261
2022-07-08,22,262
2022-07-09,22,262
2022-07-10,22,263
2022-07-11,22,263
2022-07-12,22,264
2022-07-13,22,264
2022-07-14,22,265
2022-07-15,22,265
2022-07-16,22,266
2022-07-17,22,266
2022-07-18,22,267
2022-07-19,22,267
2022-07-20,22,267
2022-07-21,22,268
2022-07-22,22,268
2022-07-23,22,269
2022-07-24,22,269
2022-07-25,22,270
2022-07-26,22,270
2022-07-27,22,271
2022-07-28,22,271
2022-07-29,22,272
2022-07-30,22,272
2022-07-31,22,273
2022-08-01,14,273
2022-08-02,14,273
2022-08-03,14,274
2022-08-04,14,274
2022-08-05,14,275
2022-08-06,14,275
2022-08-07,14,276
2022-08-08,14,276
2022-08-09,14,277
2022-08-10,14,277
2022-08-11,14,278
2022-08-12,14,278
2022-08-13,14,279
2022-08-14,14,279
2022-08-15,14,279
2022-08-16,14,280
2022-08-17,14,280
2022-08-18,14,281
2022-08-19,14,281
2022-08-20,14,282
2022-08-21,14,282
2022-08-22,14,283
2022-08-23,14,283
2022-08-24,14,284
2022-08-25,14,284
2022-08-26,14,284
2022-08-27,14,285
2022-08-28,14,285
2022-08-29,14,286
2022-08-30,14,286
2022-08-31,14,287
2022-09-01,25,287
2022-09-02,25,288
2022-09-03,25,288
2022-09-04,25,289
2022-09-05,25,289
2022-09-06,25,290
2022-09-07,25,290
2022-09-08,25,290
2022-09-09,25,291
2022-09-10,25,291
2022-09-11,25,292
2022-09-12,25,292
2022-09-13,25,293
2022-09-14,25,293
2022-09-15,25,294
2022-09-16,25,294
2022-09-17,25,295
2022-09-18,25,295
2022-09-19,25,296
2022-09-20,25,296
2022-09-21,25,296
2022-09-22,25,297
2022-09-23,25,297
2022-09-24,25,298
2022-09-25,25,298
2022-09-26,25,299
2022-09-27,25,299
2022-09-28,25,300
2022-09-29,25,300
2022-09-30,25,301
2022-10-01,38,301
2022-10-02,38,301
2022-10-03,38,302
2022-10-04,38,302
2022-10-05,38,303
2022-10-06,38,303
2022-10-07,38,304
2022-10-08,38,304
2022-10-09,38,305
2022-10-10,38,305
2022-10-11,38,306
2022-10-12,38,306
2022-10-13,38,307
2022-10-14,38,307
2022-10-15,38,307
2022-10-16,38,308
2022-10-17,38,308
2022-10-18,38,309
2022-10-19,38,309
2022-10-20,38,310
2022-10-21,38,310
2022-10-22,38,311
2022-10-23,38,311
2022-10-24,38,312
2022-10-25,38,312
2022-10-26,38,313
2022-10-27,38,313
2022-10-28,38,313
2022-10-29,38,314
2022-10-30,38,314
2022-10-31,38,315
2022-11-01,38,315
2022-11-02,38,316
2022-11-03,38,316
2022-11-04,38,317
2022-11-05,38,317
2022-11-06,38,318
2022-11-07,38,318
2022-11-08,38,319
2022-11-09,38,319
2022-11-10,38,320
2022-11-11,38,320
2022-11-12,38,320
2022-11-13,38,320
2022-11-14,38,319
2022-11-15,38,319
2022-11-16,38,319
2022-11-17,38,319
2022-11-18,38,319
2022-11-19,38,319
2022-11-20,38,319
2022-11-21,38,318
2022-11-22,38,318
2022-11-23,38,318
2022-11-24,38,318
2022-11-25,38,318
2022-11-26,38,318
2022-11-27,38,318
2022-11-28,38,317
2022-11-29,38,317
2022-11-30,38,317
2022-12-01,35,317
2022-12-02,35,317
2022-12-03,35,317
2022-12-04,35,316
2022-12-05,35,316
2022-12-06,35,316
2022-12-07,35,316
2022-12-08,35,316
